stateFips,countyFips,cases,date,deaths
37,063,81,2020-03-25,0
37,067,17,2020-03-25,0
37,069,5,2020-03-25,0
37,071,7,2020-03-25,0
37,077,3,2020-03-25,0
37,081,24,2020-03-25,0
37,085,10,2020-03-25,0
37,089,4,2020-03-25,0
37,091,2,2020-03-25,0
37,093,2,2020-03-25,0
37,097,13,2020-03-25,0
37,101,9,2020-03-25,0
37,105,1,2020-03-25,0
37,107,3,2020-03-25,0
37,109,1,2020-03-25,0
37,111,3,2020-03-25,0
37,119,184,2020-03-25,0
37,121,1,2020-03-25,0
37,123,3,2020-03-25,0
37,125,2,2020-03-25,0
37,127,4,2020-03-25,0
37,129,11,2020-03-25,0
37,131,4,2020-03-25,0
37,133,5,2020-03-25,0
37,135,22,2020-03-25,0
37,139,1,2020-03-25,0
37,145,1,2020-03-25,0
37,147,7,2020-03-25,0
37,151,3,2020-03-25,0
37,155,2,2020-03-25,0
37,159,6,2020-03-25,0
37,163,2,2020-03-25,0
37,165,1,2020-03-25,0
37,167,1,2020-03-25,0
37,175,2,2020-03-25,0
90,037,0,2020-03-25,1
37,179,24,2020-03-25,0
37,181,2,2020-03-25,0
37,183,82,2020-03-25,0
37,189,3,2020-03-25,0
37,191,2,2020-03-25,0
37,193,1,2020-03-25,0
37,195,7,2020-03-25,0
38,015,18,2020-03-25,0
38,017,6,2020-03-25,0
38,025,1,2020-03-25,0
38,031,1,2020-03-25,0
38,059,8,2020-03-25,0
38,069,2,2020-03-25,0
38,071,3,2020-03-25,0
38,089,2,2020-03-25,0
38,099,1,2020-03-25,0
38,101,3,2020-03-25,0
39,005,1,2020-03-25,0
39,007,3,2020-03-25,0
39,013,3,2020-03-25,0
39,017,18,2020-03-25,0
39,019,3,2020-03-25,0
39,021,1,2020-03-25,0
39,023,2,2020-03-25,1
39,025,5,2020-03-25,0
39,027,2,2020-03-25,0
39,029,4,2020-03-25,0
39,031,4,2020-03-25,0
39,033,1,2020-03-25,0
39,035,206,2020-03-25,3
39,037,1,2020-03-25,0
39,039,2,2020-03-25,0
39,041,12,2020-03-25,0
39,043,2,2020-03-25,1
39,045,5,2020-03-25,0
39,047,1,2020-03-25,0
39,049,88,2020-03-25,5
39,053,1,2020-03-25,1
39,055,4,2020-03-25,0
39,057,3,2020-03-25,0
39,061,48,2020-03-25,1
39,063,1,2020-03-25,0
39,071,1,2020-03-25,0
39,077,2,2020-03-25,0
39,083,2,2020-03-25,0
39,085,14,2020-03-25,0
39,087,1,2020-03-25,0
39,089,3,2020-03-25,0
39,091,2,2020-03-25,0
39,093,37,2020-03-25,0
39,095,23,2020-03-25,2
39,097,2,2020-03-25,0
39,099,42,2020-03-25,3
39,101,4,2020-03-25,0
39,103,22,2020-03-25,0
39,107,1,2020-03-25,0
39,109,19,2020-03-25,2
39,113,14,2020-03-25,2
39,129,1,2020-03-25,0
39,133,4,2020-03-25,0
39,139,4,2020-03-25,0
39,143,1,2020-03-25,0
39,147,1,2020-03-25,0
39,151,13,2020-03-25,2
39,153,42,2020-03-25,2
39,155,9,2020-03-25,1
39,157,3,2020-03-25,0
39,159,3,2020-03-25,0
39,165,8,2020-03-25,0
39,167,1,2020-03-25,0
39,169,1,2020-03-25,0
39,173,3,2020-03-25,0
40,001,2,2020-03-25,0
40,013,1,2020-03-25,0
40,017,5,2020-03-25,0
40,019,1,2020-03-25,0
40,027,27,2020-03-25,1
40,037,5,2020-03-25,0
40,039,3,2020-03-25,0
40,041,1,2020-03-25,0
40,049,2,2020-03-25,0
40,051,1,2020-03-25,0
40,065,1,2020-03-25,0
40,071,5,2020-03-25,0
40,083,3,2020-03-25,0
40,097,1,2020-03-25,0
40,087,1,2020-03-25,0
40,101,1,2020-03-25,0
40,103,2,2020-03-25,0
40,109,55,2020-03-25,2
40,113,1,2020-03-25,0
40,117,7,2020-03-25,1
40,119,3,2020-03-25,0
40,123,1,2020-03-25,0
40,125,1,2020-03-25,0
40,137,1,2020-03-25,0
40,143,27,2020-03-25,1
40,145,3,2020-03-25,0
40,147,3,2020-03-25,0
41,003,6,2020-03-25,0
41,005,21,2020-03-25,2
41,007,1,2020-03-25,0
41,017,10,2020-03-25,0
41,019,3,2020-03-25,0
41,023,1,2020-03-25,0
41,027,1,2020-03-25,0
41,029,4,2020-03-25,0
41,033,2,2020-03-25,0
41,035,1,2020-03-25,0
41,039,5,2020-03-25,1
41,041,1,2020-03-25,0
41,043,25,2020-03-25,1
41,047,43,2020-03-25,2
41,051,33,2020-03-25,2
41,053,3,2020-03-25,0
41,059,2,2020-03-25,0
41,061,1,2020-03-25,0
41,067,96,2020-03-25,2
41,071,7,2020-03-25,0
42,001,6,2020-03-25,0
42,003,88,2020-03-25,2
42,005,1,2020-03-25,0
42,007,7,2020-03-25,0
42,011,20,2020-03-25,0
42,015,1,2020-03-25,0
42,017,86,2020-03-25,0
42,019,12,2020-03-25,0
42,021,1,2020-03-25,0
42,025,1,2020-03-25,0
42,027,8,2020-03-25,0
42,029,54,2020-03-25,0
42,033,2,2020-03-25,0
42,037,1,2020-03-25,0
42,041,13,2020-03-25,0
42,043,10,2020-03-25,0
42,045,101,2020-03-25,2
42,049,5,2020-03-25,0
42,051,4,2020-03-25,0
42,055,5,2020-03-25,0
42,059,2,2020-03-25,0
42,067,1,2020-03-25,0
42,069,18,2020-03-25,2
42,071,12,2020-03-25,0
42,073,1,2020-03-25,0
42,075,3,2020-03-25,0
42,077,38,2020-03-25,1
42,079,27,2020-03-25,1
42,081,1,2020-03-25,0
42,085,2,2020-03-25,0
42,089,51,2020-03-25,1
42,091,219,2020-03-25,2
42,093,4,2020-03-25,0
42,095,44,2020-03-25,3
42,101,342,2020-03-25,1
42,103,8,2020-03-25,0
42,105,1,2020-03-25,0
42,107,7,2020-03-25,0
42,111,2,2020-03-25,0
42,123,1,2020-03-25,0
42,125,10,2020-03-25,0
42,127,4,2020-03-25,0
42,129,16,2020-03-25,0
42,133,20,2020-03-25,0
72,999,51,2020-03-25,2
44,001,24,2020-03-25,0
44,003,7,2020-03-25,0
44,005,9,2020-03-25,1
44,007,52,2020-03-25,0
90,044,31,2020-03-25,0
44,009,9,2020-03-25,0
45,001,3,2020-03-25,0
45,003,2,2020-03-25,0
45,007,19,2020-03-25,0
45,013,26,2020-03-25,0
45,015,5,2020-03-25,0
45,017,1,2020-03-25,0
45,019,52,2020-03-25,1
45,023,1,2020-03-25,0
45,025,3,2020-03-25,0
45,027,5,2020-03-25,1
45,029,1,2020-03-25,0
45,031,8,2020-03-25,0
45,033,1,2020-03-25,0
45,035,4,2020-03-25,0
45,037,1,2020-03-25,0
45,039,3,2020-03-25,0
45,041,5,2020-03-25,2
45,043,2,2020-03-25,0
45,045,50,2020-03-25,0
45,047,2,2020-03-25,0
45,051,20,2020-03-25,1
45,053,2,2020-03-25,0
45,055,63,2020-03-25,1
45,057,6,2020-03-25,0
45,061,2,2020-03-25,0
45,063,18,2020-03-25,1
45,067,1,2020-03-25,0
45,069,1,2020-03-25,0
45,071,1,2020-03-25,0
45,073,2,2020-03-25,0
45,075,9,2020-03-25,0
45,077,6,2020-03-25,0
45,079,59,2020-03-25,0
45,081,1,2020-03-25,0
45,083,9,2020-03-25,0
45,085,10,2020-03-25,0
45,087,1,2020-03-25,0
45,089,1,2020-03-25,0
45,091,18,2020-03-25,0
46,005,13,2020-03-25,0
46,009,1,2020-03-25,0
46,011,1,2020-03-25,0
46,013,2,2020-03-25,0
46,023,1,2020-03-25,0
46,029,1,2020-03-25,0
46,035,2,2020-03-25,0
46,065,1,2020-03-25,0
46,083,1,2020-03-25,0
46,085,1,2020-03-25,0
46,087,2,2020-03-25,0
46,093,1,2020-03-25,0
46,099,13,2020-03-25,0
46,103,1,2020-03-25,1
47,001,3,2020-03-25,0
47,003,1,2020-03-25,0
47,009,3,2020-03-25,0
47,011,3,2020-03-25,0
47,013,2,2020-03-25,0
47,017,3,2020-03-25,0
47,021,7,2020-03-25,0
47,023,1,2020-03-25,0
47,025,1,2020-03-25,0
47,029,1,2020-03-25,0
47,035,3,2020-03-25,0
47,037,257,2020-03-25,2
47,043,5,2020-03-25,0
47,045,2,2020-03-25,0
47,047,3,2020-03-25,0
47,051,1,2020-03-25,0
47,053,2,2020-03-25,0
47,059,7,2020-03-25,0
47,061,1,2020-03-25,0
47,063,2,2020-03-25,0
47,065,26,2020-03-25,1
47,071,1,2020-03-25,0
47,073,1,2020-03-25,0
47,083,3,2020-03-25,0
47,089,4,2020-03-25,0
47,093,20,2020-03-25,0
47,101,1,2020-03-25,0
47,103,1,2020-03-25,0
47,105,3,2020-03-25,0
47,113,2,2020-03-25,0
47,115,1,2020-03-25,0
47,119,7,2020-03-25,0
47,107,2,2020-03-25,0
47,123,2,2020-03-25,0
47,125,6,2020-03-25,0
80,047,100,2020-03-25,0
47,133,1,2020-03-25,0
47,135,1,2020-03-25,0
47,141,9,2020-03-25,0
47,145,1,2020-03-25,0
47,147,15,2020-03-25,0
47,149,19,2020-03-25,0
47,151,1,2020-03-25,0
47,155,2,2020-03-25,0
47,157,170,2020-03-25,0
47,163,2,2020-03-25,0
47,165,36,2020-03-25,0
47,167,6,2020-03-25,0
90,047,81,2020-03-25,0
47,179,7,2020-03-25,0
47,185,1,2020-03-25,0
47,187,66,2020-03-25,0
47,189,10,2020-03-25,0
48,013,2,2020-03-25,0
48,021,1,2020-03-25,0
48,027,19,2020-03-25,0
48,029,69,2020-03-25,2
48,031,1,2020-03-25,0
48,037,1,2020-03-25,0
48,039,28,2020-03-25,0
48,041,21,2020-03-25,0
48,049,2,2020-03-25,0
48,053,1,2020-03-25,0
48,057,2,2020-03-25,0
48,061,7,2020-03-25,0
48,067,1,2020-03-25,0
48,069,5,2020-03-25,0
48,071,1,2020-03-25,0
48,085,53,2020-03-25,1
48,091,7,2020-03-25,0
48,099,1,2020-03-25,0
48,103,1,2020-03-25,0
48,113,247,2020-03-25,7
48,123,2,2020-03-25,0
48,117,1,2020-03-25,0
48,121,70,2020-03-25,0
48,133,1,2020-03-25,0
48,141,16,2020-03-25,0
48,139,7,2020-03-25,0
48,143,1,2020-03-25,0
48,145,1,2020-03-25,0
48,147,1,2020-03-25,0
48,149,1,2020-03-25,0
48,157,46,2020-03-25,0
48,165,1,2020-03-25,0
48,167,22,2020-03-25,0
48,181,2,2020-03-25,0
48,183,3,2020-03-25,0
48,185,2,2020-03-25,0
48,187,4,2020-03-25,0
48,189,1,2020-03-25,0
48,199,2,2020-03-25,0
48,201,185,2020-03-25,5
48,209,10,2020-03-25,0
48,215,7,2020-03-25,0
48,219,5,2020-03-25,0
48,223,1,2020-03-25,0
48,231,1,2020-03-25,0
48,245,6,2020-03-25,0
48,251,3,2020-03-25,0
48,257,2,2020-03-25,0
48,259,1,2020-03-25,0
48,277,1,2020-03-25,0
48,285,1,2020-03-25,0
48,291,1,2020-03-25,0
48,293,1,2020-03-25,0
48,299,1,2020-03-25,0
48,303,13,2020-03-25,0
48,321,6,2020-03-25,1
48,323,1,2020-03-25,0
48,309,24,2020-03-25,0
48,325,1,2020-03-25,0
48,329,4,2020-03-25,1
48,331,2,2020-03-25,0
48,339,31,2020-03-25,0
48,343,1,2020-03-25,0
48,347,1,2020-03-25,0
48,355,10,2020-03-25,0
48,359,1,2020-03-25,1
48,361,1,2020-03-25,0
48,367,1,2020-03-25,0
48,375,3,2020-03-25,0
48,381,2,2020-03-25,0
48,389,1,2020-03-25,0
48,395,1,2020-03-25,0
48,401,2,2020-03-25,0
48,409,1,2020-03-25,0
48,423,16,2020-03-25,1
48,439,90,2020-03-25,1
48,445,3,2020-03-25,0
48,451,3,2020-03-25,0
48,453,98,2020-03-25,0
48,465,1,2020-03-25,0
48,467,1,2020-03-25,0
48,469,3,2020-03-25,0
48,471,1,2020-03-25,0
48,473,1,2020-03-25,0
48,479,9,2020-03-25,0
48,481,3,2020-03-25,0
48,485,8,2020-03-25,0
48,491,22,2020-03-25,0
48,493,1,2020-03-25,0
48,503,1,2020-03-25,0
49,011,35,2020-03-25,1
80,049,14,2020-03-25,0
49,035,151,2020-03-25,0
49,043,89,2020-03-25,0
49,045,3,2020-03-25,0
49,049,18,2020-03-25,0
49,051,15,2020-03-25,0
49,053,5,2020-03-25,0
50,001,9,2020-03-25,0
50,003,11,2020-03-25,0
50,005,1,2020-03-25,0
50,007,55,2020-03-25,4
50,011,3,2020-03-25,0
50,015,4,2020-03-25,0
50,017,3,2020-03-25,0
50,019,3,2020-03-25,0
50,021,5,2020-03-25,0
90,050,2,2020-03-25,3
50,023,5,2020-03-25,0
50,025,7,2020-03-25,0
50,027,17,2020-03-25,1
51,001,2,2020-03-25,0
51,003,4,2020-03-25,0
51,510,9,2020-03-25,0
51,009,1,2020-03-25,0
51,013,46,2020-03-25,0
51,019,3,2020-03-25,0
51,023,1,2020-03-25,0
51,036,1,2020-03-25,0
51,540,6,2020-03-25,0
51,550,3,2020-03-25,0
51,041,11,2020-03-25,0
51,047,2,2020-03-25,0
51,590,2,2020-03-25,0
51,059,76,2020-03-25,1
51,600,1,2020-03-25,0
51,065,1,2020-03-25,0
51,067,1,2020-03-25,0
51,069,2,2020-03-25,0
51,630,1,2020-03-25,0
51,073,2,2020-03-25,0
51,075,3,2020-03-25,0
51,083,1,2020-03-25,0
51,085,2,2020-03-25,0
51,660,2,2020-03-25,0
51,087,20,2020-03-25,2
51,093,2,2020-03-25,0
51,095,41,2020-03-25,2
51,105,2,2020-03-25,0
51,107,20,2020-03-25,0
51,109,3,2020-03-25,0
51,680,2,2020-03-25,0
51,113,1,2020-03-25,0
51,115,1,2020-03-25,0
51,117,3,2020-03-25,0
51,125,1,2020-03-25,0
51,700,4,2020-03-25,1
51,710,8,2020-03-25,0
51,135,1,2020-03-25,0
51,137,1,2020-03-25,0
51,147,2,2020-03-25,0
51,153,32,2020-03-25,0
51,750,1,2020-03-25,0
51,760,13,2020-03-25,0
51,161,1,2020-03-25,0
51,163,2,2020-03-25,0
51,165,3,2020-03-25,0
51,171,3,2020-03-25,0
51,177,3,2020-03-25,0
51,179,6,2020-03-25,0
51,800,1,2020-03-25,0
51,810,23,2020-03-25,1
51,830,5,2020-03-25,1
51,199,8,2020-03-25,1
53,001,1,2020-03-25,0
53,005,12,2020-03-25,3
53,007,10,2020-03-25,1
53,009,4,2020-03-25,0
53,011,16,2020-03-25,4
53,013,1,2020-03-25,0
53,015,3,2020-03-25,0
53,017,2,2020-03-25,0
53,021,7,2020-03-25,0
53,025,27,2020-03-25,1
53,027,1,2020-03-25,0
53,029,38,2020-03-25,1
53,031,9,2020-03-25,0
53,033,1359,2020-03-25,101
53,035,20,2020-03-25,0
53,037,18,2020-03-25,0
53,039,6,2020-03-25,0
53,041,2,2020-03-25,0
53,043,1,2020-03-25,0
53,045,2,2020-03-25,0
53,053,155,2020-03-25,2
53,055,1,2020-03-25,0
53,057,48,2020-03-25,1
53,061,634,2020-03-25,16
53,063,33,2020-03-25,0
53,065,1,2020-03-25,0
53,067,14,2020-03-25,0
90,053,51,2020-03-25,0
53,071,2,2020-03-25,0
53,073,64,2020-03-25,2
53,075,2,2020-03-25,0
53,077,47,2020-03-25,1
54,003,2,2020-03-25,0
54,033,3,2020-03-25,0
54,035,2,2020-03-25,0
54,037,3,2020-03-25,0
54,039,4,2020-03-25,0
54,051,2,2020-03-25,0
54,055,2,2020-03-25,0
54,061,16,2020-03-25,0
54,077,1,2020-03-25,0
54,079,1,2020-03-25,0
54,093,2,2020-03-25,0
54,107,1,2020-03-25,0
55,007,1,2020-03-25,0
55,009,3,2020-03-25,0
55,015,1,2020-03-25,0
55,017,1,2020-03-25,0
55,019,1,2020-03-25,0
55,021,5,2020-03-25,0
55,025,88,2020-03-25,1
55,027,3,2020-03-25,0
55,031,4,2020-03-25,0
55,033,1,2020-03-25,0
55,035,5,2020-03-25,0
55,039,18,2020-03-25,1
55,043,1,2020-03-25,0
55,045,1,2020-03-25,0
55,049,3,2020-03-25,0
55,051,0,2020-03-25,1
55,055,5,2020-03-25,0
55,059,14,2020-03-25,0
55,063,10,2020-03-25,0
55,073,1,2020-03-25,0
55,079,325,2020-03-25,4
55,081,1,2020-03-25,0
55,087,4,2020-03-25,0
55,089,20,2020-03-25,3
55,093,3,2020-03-25,0
55,101,7,2020-03-25,0
55,105,4,2020-03-25,0
55,111,6,2020-03-25,0
55,117,7,2020-03-25,0
55,109,4,2020-03-25,0
55,127,5,2020-03-25,0
55,131,21,2020-03-25,0
55,133,42,2020-03-25,0
55,139,5,2020-03-25,0
55,141,1,2020-03-25,0
56,001,1,2020-03-25,0
56,005,1,2020-03-25,0
56,007,3,2020-03-25,0
56,013,13,2020-03-25,0
56,021,11,2020-03-25,0
56,025,4,2020-03-25,0
56,029,1,2020-03-25,0
56,033,4,2020-03-25,0
56,037,1,2020-03-25,0
56,039,5,2020-03-25,0
01,001,6,2020-03-26,0
01,003,6,2020-03-26,0
01,009,4,2020-03-26,0
01,011,1,2020-03-26,0
01,013,1,2020-03-26,0
01,015,2,2020-03-26,0
01,017,13,2020-03-26,0
01,019,1,2020-03-26,0
01,021,4,2020-03-26,0
01,023,1,2020-03-26,0
01,027,1,2020-03-26,0
01,029,1,2020-03-26,0
01,033,1,2020-03-26,0
01,037,2,2020-03-26,0
01,041,1,2020-03-26,0
01,043,6,2020-03-26,0
01,047,2,2020-03-26,0
01,049,1,2020-03-26,0
01,051,9,2020-03-26,0
01,055,4,2020-03-26,0
01,059,3,2020-03-26,0
01,069,3,2020-03-26,0
01,071,4,2020-03-26,1
01,073,175,2020-03-26,0
01,075,1,2020-03-26,0
01,077,9,2020-03-26,0
01,079,3,2020-03-26,0
01,081,49,2020-03-26,0
01,083,12,2020-03-26,0
01,085,1,2020-03-26,0
01,089,56,2020-03-26,0
01,091,1,2020-03-26,0
01,093,8,2020-03-26,0
01,095,3,2020-03-26,0
01,097,19,2020-03-26,0
01,101,18,2020-03-26,0
01,103,11,2020-03-26,0
01,107,2,2020-03-26,0
01,109,2,2020-03-26,0
01,113,3,2020-03-26,0
01,117,62,2020-03-26,0
01,115,11,2020-03-26,0
01,121,5,2020-03-26,0
01,123,4,2020-03-26,0
01,125,22,2020-03-26,0
01,127,16,2020-03-26,0
01,129,2,2020-03-26,0
01,131,2,2020-03-26,0
02,020,30,2020-03-26,0
02,090,13,2020-03-26,0
02,110,2,2020-03-26,0
02,122,5,2020-03-26,0
02,130,11,2020-03-26,0
02,170,2,2020-03-26,0
02,195,1,2020-03-26,0
90,002,0,2020-03-26,1
04,001,9,2020-03-26,0
04,003,2,2020-03-26,0
04,005,28,2020-03-26,1
04,009,2,2020-03-26,0
04,012,2,2020-03-26,0
04,013,299,2020-03-26,2
04,015,2,2020-03-26,0
04,017,43,2020-03-26,0
04,019,75,2020-03-26,1
04,021,35,2020-03-26,0
04,023,2,2020-03-26,0
90,004,0,2020-03-26,4
04,025,5,2020-03-26,0
04,027,4,2020-03-26,0
05,007,18,2020-03-26,0
05,009,1,2020-03-26,0
05,011,4,2020-03-26,0
05,019,15,2020-03-26,0
05,023,47,2020-03-26,1
05,025,3,2020-03-26,0
05,027,1,2020-03-26,0
05,029,1,2020-03-26,0
05,031,4,2020-03-26,0
05,033,1,2020-03-26,0
05,035,7,2020-03-26,0
05,037,1,2020-03-26,0
05,041,2,2020-03-26,0
05,043,1,2020-03-26,0
05,045,24,2020-03-26,0
05,051,18,2020-03-26,0
05,053,3,2020-03-26,0
05,055,1,2020-03-26,0
05,057,1,2020-03-26,0
05,059,1,2020-03-26,0
05,063,3,2020-03-26,0
05,069,23,2020-03-26,0
05,075,1,2020-03-26,0
05,079,5,2020-03-26,0
05,085,1,2020-03-26,0
05,109,1,2020-03-26,0
05,111,3,2020-03-26,0
05,113,1,2020-03-26,0
05,115,1,2020-03-26,0
05,119,83,2020-03-26,0
05,121,1,2020-03-26,0
05,125,4,2020-03-26,0
05,129,2,2020-03-26,0
05,131,2,2020-03-26,0
05,133,1,2020-03-26,0
05,137,1,2020-03-26,0
90,005,24,2020-03-26,1
05,139,1,2020-03-26,0
05,141,11,2020-03-26,0
05,143,10,2020-03-26,0
05,145,1,2020-03-26,0
05,147,1,2020-03-26,0
06,001,172,2020-03-26,4
06,005,1,2020-03-26,0
06,007,4,2020-03-26,0
06,009,2,2020-03-26,0
06,013,147,2020-03-26,2
06,017,7,2020-03-26,0
06,019,26,2020-03-26,0
06,023,7,2020-03-26,0
06,025,8,2020-03-26,0
06,029,29,2020-03-26,0
06,031,1,2020-03-26,0
06,037,1229,2020-03-26,21
06,039,8,2020-03-26,0
06,041,56,2020-03-26,0
06,045,1,2020-03-26,0
06,047,1,2020-03-26,0
06,051,5,2020-03-26,0
06,053,25,2020-03-26,1
06,055,5,2020-03-26,0
06,057,8,2020-03-26,0
06,059,256,2020-03-26,1
06,061,34,2020-03-26,1
06,065,123,2020-03-26,7
06,067,146,2020-03-26,5
06,069,6,2020-03-26,1
06,071,57,2020-03-26,1
06,073,293,2020-03-26,3
06,075,261,2020-03-26,1
06,077,72,2020-03-26,3
06,079,38,2020-03-26,0
06,081,124,2020-03-26,5
06,083,33,2020-03-26,0
06,085,485,2020-03-26,20
06,087,30,2020-03-26,0
06,089,3,2020-03-26,1
06,093,2,2020-03-26,0
06,095,18,2020-03-26,0
06,097,33,2020-03-26,1
06,099,18,2020-03-26,0
06,101,2,2020-03-26,0
06,107,17,2020-03-26,0
06,111,70,2020-03-26,1
06,113,13,2020-03-26,1
06,115,3,2020-03-26,0
08,001,50,2020-03-26,0
08,005,119,2020-03-26,0
08,013,66,2020-03-26,0
08,014,10,2020-03-26,0
08,015,5,2020-03-26,0
08,019,3,2020-03-26,0
08,025,1,2020-03-26,1
08,029,1,2020-03-26,0
08,031,262,2020-03-26,3
08,035,67,2020-03-26,0
08,037,147,2020-03-26,1
08,041,137,2020-03-26,5
08,039,3,2020-03-26,0
08,043,1,2020-03-26,0
08,045,16,2020-03-26,0
08,049,2,2020-03-26,0
08,051,57,2020-03-26,1
08,053,1,2020-03-26,0
08,055,1,2020-03-26,0
08,059,131,2020-03-26,2
08,063,1,2020-03-26,0
08,067,5,2020-03-26,0
08,069,61,2020-03-26,1
08,075,2,2020-03-26,0
08,077,6,2020-03-26,0
08,085,4,2020-03-26,0
08,087,3,2020-03-26,0
08,089,1,2020-03-26,0
08,093,1,2020-03-26,0
08,097,23,2020-03-26,0
08,101,3,2020-03-26,0
08,105,2,2020-03-26,0
08,107,9,2020-03-26,0
08,113,1,2020-03-26,0
08,117,9,2020-03-26,0
08,119,7,2020-03-26,1
90,008,102,2020-03-26,0
08,121,1,2020-03-26,0
08,123,107,2020-03-26,4
08,125,2,2020-03-26,0
09,001,607,2020-03-26,13
09,003,138,2020-03-26,2
09,005,44,2020-03-26,0
09,007,18,2020-03-26,1
09,009,156,2020-03-26,2
09,011,13,2020-03-26,0
09,013,33,2020-03-26,3
09,015,3,2020-03-26,0
10,001,17,2020-03-26,0
10,003,86,2020-03-26,0
10,005,27,2020-03-26,0
11,001,231,2020-03-26,3
12,001,49,2020-03-26,0
12,003,5,2020-03-26,0
12,005,3,2020-03-26,0
12,007,1,2020-03-26,0
12,009,13,2020-03-26,0
12,011,504,2020-03-26,3
12,015,3,2020-03-26,0
12,017,11,2020-03-26,1
12,019,19,2020-03-26,4
12,021,65,2020-03-26,0
12,023,3,2020-03-26,0
12,027,5,2020-03-26,0
12,031,74,2020-03-26,3
12,033,19,2020-03-26,0
12,035,7,2020-03-26,0
12,039,1,2020-03-26,0
12,053,9,2020-03-26,0
12,055,5,2020-03-26,0
12,057,142,2020-03-26,1
12,061,13,2020-03-26,0
12,063,1,2020-03-26,0
12,069,25,2020-03-26,0
12,071,56,2020-03-26,3
12,073,9,2020-03-26,1
12,081,26,2020-03-26,1
12,083,5,2020-03-26,0
12,085,8,2020-03-26,0
12,086,616,2020-03-26,0
12,087,12,2020-03-26,0
12,089,5,2020-03-26,0
12,091,21,2020-03-26,0
12,095,110,2020-03-26,4
12,097,42,2020-03-26,0
12,099,169,2020-03-26,3
12,101,19,2020-03-26,1
12,103,64,2020-03-26,1
12,105,17,2020-03-26,0
12,107,12,2020-03-26,0
12,113,9,2020-03-26,1
12,115,34,2020-03-26,1
12,117,37,2020-03-26,0
12,109,33,2020-03-26,1
12,111,10,2020-03-26,0
12,119,24,2020-03-26,0
12,127,29,2020-03-26,0
12,131,13,2020-03-26,0
13,007,1,2020-03-26,0
13,009,2,2020-03-26,0
13,013,4,2020-03-26,0
13,015,86,2020-03-26,1
13,017,1,2020-03-26,0
13,021,8,2020-03-26,0
13,029,3,2020-03-26,0
13,033,1,2020-03-26,0
13,035,3,2020-03-26,0
13,039,2,2020-03-26,0
13,045,50,2020-03-26,0
13,047,1,2020-03-26,0
13,049,1,2020-03-26,0
13,051,9,2020-03-26,0
13,055,1,2020-03-26,0
13,057,38,2020-03-26,0
13,059,24,2020-03-26,1
13,063,32,2020-03-26,0
13,065,1,2020-03-26,0
13,067,115,2020-03-26,2
13,069,2,2020-03-26,0
13,071,4,2020-03-26,0
13,073,10,2020-03-26,0
13,077,12,2020-03-26,0
13,081,4,2020-03-26,0
13,085,3,2020-03-26,0
13,089,129,2020-03-26,0
13,087,2,2020-03-26,0
13,091,1,2020-03-26,0
13,095,156,2020-03-26,6
13,097,18,2020-03-26,0
13,099,7,2020-03-26,1
13,103,3,2020-03-26,0
13,111,1,2020-03-26,0
13,113,14,2020-03-26,1
13,115,16,2020-03-26,1
13,117,15,2020-03-26,0
13,121,211,2020-03-26,2
13,127,5,2020-03-26,0
13,129,9,2020-03-26,0
13,133,1,2020-03-26,0
13,135,75,2020-03-26,1
13,139,21,2020-03-26,0
13,145,1,2020-03-26,0
13,149,1,2020-03-26,0
13,151,25,2020-03-26,0
13,153,9,2020-03-26,0
13,155,2,2020-03-26,0
13,157,1,2020-03-26,0
13,159,2,2020-03-26,0
13,169,1,2020-03-26,0
13,171,3,2020-03-26,0
13,175,7,2020-03-26,0
13,177,30,2020-03-26,0
13,179,1,2020-03-26,0
13,181,1,2020-03-26,0
13,183,1,2020-03-26,0
13,185,12,2020-03-26,0
13,187,4,2020-03-26,0
13,193,1,2020-03-26,0
13,195,2,2020-03-26,0
13,199,1,2020-03-26,0
13,201,2,2020-03-26,0
13,205,10,2020-03-26,0
13,207,3,2020-03-26,0
13,211,1,2020-03-26,0
13,215,5,2020-03-26,0
13,217,10,2020-03-26,0
13,219,7,2020-03-26,0
13,223,7,2020-03-26,0
13,225,5,2020-03-26,0
13,227,4,2020-03-26,0
13,229,1,2020-03-26,0
13,233,10,2020-03-26,0
13,235,1,2020-03-26,0
13,243,1,2020-03-26,0
13,245,10,2020-03-26,0
13,247,12,2020-03-26,0
13,253,2,2020-03-26,0
13,255,11,2020-03-26,0
13,257,1,2020-03-26,0
13,261,5,2020-03-26,0
13,267,2,2020-03-26,0
13,269,1,2020-03-26,0
13,273,5,2020-03-26,0
13,275,1,2020-03-26,0
13,277,5,2020-03-26,0
13,279,1,2020-03-26,0
13,285,10,2020-03-26,0
13,287,2,2020-03-26,0
13,289,2,2020-03-26,0
90,013,166,2020-03-26,32
13,299,1,2020-03-26,0
13,303,2,2020-03-26,0
13,311,1,2020-03-26,0
13,313,5,2020-03-26,0
13,317,1,2020-03-26,0
13,321,5,2020-03-26,0
15,001,4,2020-03-26,0
15,003,68,2020-03-26,0
15,007,2,2020-03-26,0
15,009,13,2020-03-26,0
90,015,8,2020-03-26,0
16,001,39,2020-03-26,0
16,005,3,2020-03-26,0
16,011,2,2020-03-26,0
16,013,66,2020-03-26,2
16,027,13,2020-03-26,1
16,031,1,2020-03-26,0
16,037,1,2020-03-26,0
16,043,1,2020-03-26,0
16,049,1,2020-03-26,0
